age,duration,pdays,y
0.16049382716049382,0.02989019926799512,1.0,0
0.38271604938271603,0.025213501423342822,1.0,0
0.24691358024691357,0.032736884912566086,1.0,0
0.2716049382716049,0.04107360715738105,1.0,0
0.43209876543209874,0.05246034973566491,1.0,0
0.18518518518518517,0.0829605530703538,1.0,0
0.2345679012345679,0.030093533956893046,1.0,1
0.6790123456790124,0.029076860512403414,0.006006006006006006,1
0.18518518518518517,0.08824725498169987,1.0,0
0.08641975308641975,0.08336722244814966,1.0,0
0.1111111111111111,0.10512403416022774,1.0,0
0.2716049382716049,0.02379015860105734,1.0,0
0.14814814814814814,0.11305408702724686,1.0,1
0.2345679012345679,0.08194387962586418,1.0,0
0.35802469135802467,0.02541683611224075,1.0,0
0.3950617283950617,0.014436762911752745,1.0,0
0.37037037037037035,0.04005693371289142,1.0,0
0.2839506172839506,0.021960146400976006,1.0,0
0.48148148148148145,0.024196827978853194,1.0,0
0.1728395061728395,0.004880032533550223,1.0,0
0.3950617283950617,0.030093533956893046,1.0,0
0.43209876543209874,0.0028466856445709637,1.0,0
0.2222222222222222,0.03700691337942253,1.0,0
0.25925925925925924,0.016470109800732005,1.0,0
0.4567901234567901,0.08174054493696625,0.003003003003003003,1
0.14814814814814814,0.05937372915819439,1.0,0
0.4074074074074074,0.027856852379015862,1.0,0
0.2962962962962963,0.03192354615697438,1.0,0
0.19753086419753085,0.07401382675884506,1.0,0
0.12345679012345678,0.03090687271248475,1.0,0
0.2222222222222222,0.03741358275721838,1.0,0
0.2716049382716049,0.036803578690524606,1.0,0
0.16049382716049382,0.06994713298088653,1.0,0
0.41975308641975306,0.057543716958113056,0.003003003003003003,0
0.345679012345679,0.07604717364782432,1.0,1
0.35802469135802467,0.0351769011793412,1.0,0
0.2839506172839506,0.21492476616510778,1.0,1
0.2345679012345679,0.026230174867832454,1.0,0
0.5308641975308642,0.018300122000813338,1.0,0
0.3950617283950617,0.026026840178934526,1.0,0
0.25925925925925924,0.023993493289955266,1.0,0
0.2345679012345679,0.17568117120780805,1.0,1
0.2345679012345679,0.030703538023586822,1.0,0
0.20987654320987653,0.032736884912566086,1.0,0
0.19753086419753085,0.03639690931272875,1.0,0
0.38271604938271603,0.0020333468889792597,1.0,0
0.24691358024691357,0.04392029280195201,1.0,0
0.2345679012345679,0.009150061000406669,1.0,0
0.20987654320987653,0.05144367629117527,1.0,0
0.09876543209876543,0.044123627490849936,1.0,0
0.30864197530864196,0.0711671411142741,1.0,0
0.2839506172839506,0.129117527450183,1.0,0
0.43209876543209874,0.010166734444896299,1.0,0
0.20987654320987653,0.027653517690117934,1.0,0
0.25925925925925924,0.06222041480276535,1.0,0
0.1728395061728395,0.03538023586823912,1.0,0
0.7777777777777778,0.08194387962586418,1.0,1
0.2962962962962963,0.09821065473769826,1.0,0
0.25925925925925924,0.11102074013826758,1.0,1
0.5061728395061729,0.036193574623830826,1.0,0
0.5925925925925926,0.038430256201708014,1.0,0
0.38271604938271603,0.0469703131354209,1.0,0
0.4074074074074074,0.0020333468889792597,1.0,0
0.16049382716049382,0.03883692557950386,1.0,0
0.5802469135802469,0.016063440422936153,0.003003003003003003,0
0.16049382716049382,0.04046360309068727,1.0,0
0.14814814814814814,0.032736884912566086,1.0,0
0.38271604938271603,0.03416022773485156,1.0,0
0.37037037037037035,0.0422936152907686,1.0,0
0.18518518518518517,0.051037006913379424,1.0,0
0.37037037037037035,0.028263521756811714,1.0,0
0.13580246913580246,0.03802358682391216,0.006006006006006006,1
0.2345679012345679,0.03802358682391216,1.0,0
0.2962962962962963,0.032126880845872306,1.0,0
0.4567901234567901,0.022976819845465637,1.0,0
0.6049382716049383,0.03558357055713705,0.007007007007007007,1
0.20987654320987653,0.16226108174054493,1.0,0
0.1111111111111111,0.02887352582350549,1.0,0
0.43209876543209874,0.11630744204961366,1.0,0
0.30864197530864196,0.044733631557543715,1.0,0
0.18518518518518517,0.041886945912972755,1.0,0
0.2345679012345679,0.0211468076453843,1.0,0
0.1728395061728395,0.028670191134607562,1.0,0
0.2839506172839506,0.030093533956893046,1.0,0
0.2345679012345679,0.0868239121594144,0.004004004004004004,0
0.4691358024691358,0.08397722651484343,1.0,0
0.24691358024691357,0.03578690524603497,1.0,0
0.16049382716049382,0.01728344855632371,1.0,0
0.18518518518518517,0.004676697844652297,1.0,0
0.19753086419753085,0.04656364375762505,1.0,0
0.38271604938271603,0.022976819845465637,1.0,0
0.07407407407407407,0.0719804798698658,1.0,0
0.13580246913580246,0.053477023180154536,1.0,0
0.24691358024691357,0.22488816592110614,1.0,0
0.08641975308641975,0.03477023180154534,1.0,0
0.4691358024691358,0.09800732004880032,1.0,0
0.14814814814814814,0.2145180967873119,1.0,1
0.4567901234567901,0.03334688897925986,1.0,1
0.38271604938271603,0.0028466856445709637,1.0,0
0.12345679012345678,0.04778365189101261,1.0,0
0.4074074074074074,0.032533550223668155,1.0,0
0.37037037037037035,0.020536803578690525,1.0,0
0.2839506172839506,0.03965026433509557,1.0,0
0.2222222222222222,0.04209028060187068,1.0,0
0.2716049382716049,0.30927206181374545,1.0,0
0.4444444444444444,0.015250101667344449,1.0,0
0.2716049382716049,0.022570150467669785,1.0,0
0.1728395061728395,0.06832045546970313,0.006006006006006006,1
0.19753086419753085,0.0211468076453843,1.0,0
0.16049382716049382,0.011793411956079707,1.0,0
0.37037037037037035,0.04453029686864579,1.0,0
0.32098765432098764,0.2708418056120374,1.0,1
0.19753086419753085,0.014436762911752745,1.0,0
0.16049382716049382,0.013420089467263115,1.0,0
0.2222222222222222,0.018503456689711265,1.0,0
0.2716049382716049,0.015860105734038225,1.0,0
0.24691358024691357,0.012810085400569337,1.0,0
0.18518518518518517,0.0469703131354209,1.0,0
0.13580246913580246,0.1423342822285482,1.0,1
0.08641975308641975,0.06425376169174461,1.0,0
0.08641975308641975,0.06059373729158194,1.0,0
0.2962962962962963,0.05266368442456283,1.0,0
0.24691358024691357,0.0067100447336315575,1.0,0
0.3950617283950617,0.10126067507116714,1.0,0
0.25925925925925924,0.04331028873525823,1.0,0
0.3950617283950617,0.02887352582350549,1.0,0
0.2345679012345679,0.04168361122407483,1.0,0
0.2222222222222222,0.0156567710451403,1.0,0
0.09876543209876543,0.016470109800732005,1.0,0
0.38271604938271603,0.015453436356242375,1.0,0
0.3333333333333333,0.053477023180154536,1.0,0
0.38271604938271603,0.014030093533956893,1.0,0
0.13580246913580246,0.15677104514030094,1.0,1
0.345679012345679,0.016876779178527857,1.0,0
0.345679012345679,0.016470109800732005,1.0,0
0.16049382716049382,0.062017080113867425,1.0,0
0.2345679012345679,0.10146400976006506,1.0,0
0.32098765432098764,0.004880032533550223,1.0,0
0.38271604938271603,0.0032533550223668157,1.0,0
0.20987654320987653,0.045750305002033344,1.0,0
0.4567901234567901,0.010776738511590077,1.0,0
0.18518518518518517,0.03639690931272875,1.0,0
0.38271604938271603,0.01667344448962993,1.0,0
0.2839506172839506,0.015453436356242375,1.0,0
0.19753086419753085,0.04351362342415616,1.0,0
0.2345679012345679,0.01728344855632371,1.0,0
0.16049382716049382,0.06079707198047987,1.0,0
0.38271604938271603,0.03294021960146401,1.0,0
0.1111111111111111,0.05205368035786905,1.0,0
0.14814814814814814,0.18198454656364377,1.0,0
0.4074074074074074,0.028263521756811714,1.0,0
0.2222222222222222,0.06120374135827572,1.0,0
0.18518518518518517,0.026433509556730378,1.0,0
0.3950617283950617,0.014436762911752745,1.0,0
0.2716049382716049,0.018910126067507117,1.0,0
0.14814814814814814,0.017893452623017485,1.0,0
0.38271604938271603,0.10349735664904433,1.0,0
0.3333333333333333,0.014843432289548597,1.0,0
0.5061728395061729,0.04392029280195201,1.0,0
0.18518518518518517,0.0073200488003253355,1.0,0
0.32098765432098764,0.010776738511590077,1.0,0
0.1728395061728395,0.045343635624237495,1.0,0
0.2962962962962963,0.027043513623424158,1.0,0
0.20987654320987653,0.0626270841805612,1.0,0
0.12345679012345678,0.10776738511590077,0.003003003003003003,1
0.18518518518518517,0.03395689304595364,1.0,0
0.2716049382716049,0.08560390402602684,1.0,0
0.24691358024691357,0.07523383489223262,1.0,0
0.08641975308641975,0.010370069133794225,1.0,0
0.18518518518518517,0.0359902399349329,1.0,0
0.19753086419753085,0.020943472956486377,1.0,0
0.1111111111111111,0.05307035380235868,1.0,0
0.24691358024691357,0.04270028466856446,1.0,0
0.30864197530864196,0.02277348515656771,1.0,0
0.18518518518518517,0.18117120780805204,1.0,1
0.2839506172839506,0.049816998779991864,1.0,0
0.08641975308641975,0.0024400162667751117,1.0,0
0.24691358024691357,0.0034566897112647418,1.0,0
0.16049382716049382,0.1134607564050427,1.0,0
0.2962962962962963,0.02175681171207808,1.0,0
0.5308641975308642,0.11773078487189914,1.0,0
0.32098765432098764,0.06059373729158194,1.0,0
0.4567901234567901,0.06608377389182594,0.004004004004004004,0
0.4444444444444444,0.09353395689304596,1.0,0
0.2345679012345679,0.013826758845058967,1.0,0
0.2962962962962963,0.06933712891419276,1.0,0
0.32098765432098764,0.016876779178527857,1.0,0
0.2839506172839506,0.0782838552257015,1.0,0
0.24691358024691357,0.016063440422936153,1.0,0
0.41975308641975306,0.01667344448962993,1.0,0
0.691358024691358,0.032126880845872306,0.006006006006006006,0
0.35802469135802467,0.09922732818218788,1.0,0
0.654320987654321,0.03294021960146401,1.0,0
0.2716049382716049,0.014843432289548597,1.0,0
